30,SW 0001,Mulberry Silk,95786C,
30,SW 0002,Chelsea Mauve,BDAC9E,
30,SW 0003,Cabbage Rose,C7A394,
30,SW 0004,Rose Brocade,9B6D6E,
30,SW 0005,Deepest Mauve,6C5858,
30,SW 0006,Toile Red,8C554E,
30,SW 0007,Decorous Amber,AD7757,
30,SW 0008,Cajun Red,8E4D38,
30,SW 0009,Eastlake Gold,C0925E,
30,SW 0010,Wickerwork,C0A280,
30,SW 0011,Crewel Tan,CCBF9E,
30,SW 0012,Empire Gold,C1A26D,
30,SW 0013,Majolica Green,ADB591,
30,SW 0014,Sheraton Sage,8E8B67,
30,SW 0015,Gallery Green,6D8773,
30,SW 0016,Billiard Green,46594F,
30,SW 0017,Calico,8AA39C,
30,SW 0018,Teal Stencil,62807D,
30,SW 0019,Festoon Aqua,A0BAB9,
30,SW 0021,Queen Anne Lilac,C3B7B7,
30,SW 0022,Patchwork Plum,806C6D,
30,SW 0023,Pester Tankard,A39D91,
30,SW 0023,Pester Tankard,A39D91,
30,SW 0024,Curio Gray,988C77,
30,SW 0025,Rosedust,CF9085,
30,SW 0026,Rachel Pink,EABCAE,
30,SW 0027 ,Aristocrat Peach,EBD0B8,
30,SW 0028,Caen Stone,EBD4B0,
30,SW 0029,Acanthus,CBD1B6,
30,SW 0030,Colonial Yellow,ECCA86,
30,SW 0031,Dutch Tile Blue,9AACAC,
30,SW 0032,Needlepoint Navy,576772,
30,SW 0033,Rembrandt Ruby,9A514A,
30,SW 0034,Roycroft Rose,C19280,
30,SW 0035,Indian White,EDDDC3,
30,SW 0036,Buckram Binding,D9C6A5,
30,SW 0037,Morris Room grey,ADA394,
30,SW 0038,Library Pewter,7E7463,
30,SW 0039,Portrait Tone,C29678,
30,SW 0040,Roycroft Adobe,A76350,
30,SW 0041,Dard Hunter Green,3F4F45,
30,SW 0042,Ruskin Room Green,AAA57E,
30,SW 0043,Peristyle Brass,AC9762,
30,SW 0044,Hubbard Squash,E6C48A,
30,SW 0045,Antiquarian Brown,946C46,
30,SW 0045,Antiquarian Brown,946C46,
30,SW 0046,White Hyacinth,F0E6CF,
30,SW 0047,Studio Blue Green,6C817C,
30,SW 0048,Bunglehouse Blue,4C6370,
30,SW 0049,Silver Gray,B8B4A2,
